university_id,new_course_id,new_course_name,new_course_name_key,new_course_name_stem,new_course_credits,new_course_requirement_type_id,new_course_degree_ids,new_course_family_count,new_course_scope,new_course_valid_rows,old_course_id,old_course_name,old_course_name_key,old_course_degree_ids,old_course_train_support,old_course_train_pass_rate,old_course_train_avg_mark,predecessor_rank,predecessor_count_for_new_course,relationship_type,weight_hint,match_method,lineage_scope_used,effective_from_part_id,approval_status,notes
111,1203.111,نظرية الألعاب,نظريه العاب,نظريه العاب,3.0,5,27.111|29.111|47.111|48.111,1,specific,81,,,,,,,,,0,none,,none,27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1204.111,مدخل إلى تعلم الآلة,مدخل الي تعلم اله,مدخل الي تعلم اله,3.0,5,26.111|27.111|29.111|30.111|45.111|46.111|47.111|48.111,2,specific,112,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20221,pending,No eligible in-scope predecessor candidate was found.
111,1205.111,معالجة الصور وتحليلها,معالجه صور وتحليلها,معالجه صور وتحليلها,3.0,5,26.111|27.111|46.111|47.111,1,specific,55,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage,20221,pending,No eligible in-scope predecessor candidate was found.
111,1206.111,النمذجة العددية,نمذجه عدديه,نمذجه عدديه,3.0,5,27.111|47.111,1,specific,11,,,,,,,,,0,none,,none,27.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1207.111,الذكاء الصنعي المتقدم,ذكاء صنعي متقدم,ذكاء صنعي متقدم,3.0,5,27.111|47.111,1,specific,12,,,,,,,,,0,none,,none,27.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage,20221,pending,No eligible in-scope predecessor candidate was found.
111,1208.111,تقانات إحصائية في علوم البيانات,تقانات احصاييه في علوم بيانات,تقانات احصاييه في علوم بيانات,3.0,5,27.111|47.111,1,specific,7,,,,,,,,,0,none,,none,27.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1209.111,مدخل إلى البيانات الكبيرة,مدخل الي بيانات كبيره,مدخل الي بيانات كبيره,3.0,5,27.111|47.111,1,specific,3,,,,,,,,,0,none,,none,27.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1210.111,مدخل إلى التعلم العميق,مدخل الي تعلم عميق,مدخل الي تعلم عميق,3.0,5,27.111|47.111,1,specific,5,,,,,,,,,0,none,,none,27.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1212.111,معالجة اللغات الطبيعية,معالجه لغات طبيعيه,معالجه لغات طبيعيه,3.0,5,27.111|47.111,1,specific,12,448.111,معالجة اللغات الطبيعية,معالجه لغات طبيعيه,4.111,1,1.0,97.0,1,0,candidate_below_support,,known_pair_below_support_retention,known_answer_validation_only,20232,pending,Exact known-answer pair retained because raw TRAIN support 1 is below 20. It is unweighted and does not define a generalized matching rule.
111,1213.111,مدخل إلى الرؤية الحاسوبية,مدخل الي رويه حاسوبيه,مدخل الي رويه حاسوبيه,3.0,5,26.111|27.111|46.111|47.111,1,specific,9,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1214.111,النظم الخبيرة,نظم خبيره,نظم خبيره,3.0,5,27.111|47.111,1,specific,11,,,,,,,,,0,none,,none,27.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage,20221,pending,No eligible in-scope predecessor candidate was found.
111,1216.111,الإشارات والنظم,اشارات والنظم,اشارات والنظم,3.0,5,29.111|30.111|31.111|45.111|48.111|49.111,3,specific,27,,,,,,,,,0,none,,none,29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1217.111,الدارات الإلكترونية1,دارات الكترونيه#1,دارات الكترونيه,3.0,5,30.111|31.111|45.111|49.111,2,specific,37,,,,,,,,,0,none,,none,30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1218.111,الدارات الإلكترونية2,دارات الكترونيه#2,دارات الكترونيه,3.0,5,30.111|31.111|45.111|49.111,2,specific,10,,,,,,,,,0,none,,none,30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20222,pending,No eligible in-scope predecessor candidate was found.
111,1220.111,الدارات الكهربائية2,دارات كهرباييه#2,دارات كهرباييه,3.0,5,31.111|49.111,1,specific,6,,,,,,,,,0,none,,none,31.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20231,pending,No eligible in-scope predecessor candidate was found.
111,1224.111,الاتصالات الرقمية,اتصالات رقميه,اتصالات رقميه,3.0,5,31.111|49.111,1,specific,1,,,,,,,,,0,none,,none,31.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20232,pending,No eligible in-scope predecessor candidate was found.
111,1231.111,الاتصالات النقالة واللاسلكية,اتصالات نقاله واللاسلكيه,اتصالات نقاله واللاسلكيه,3.0,5,31.111|49.111,1,specific,1,,,,,,,,,0,none,,none,31.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20233,pending,No eligible in-scope predecessor candidate was found.
111,1235.111,تصميم المترجمات,تصميم مترجمات,تصميم مترجمات,3.0,5,26.111|27.111|29.111|46.111|47.111|48.111,1,specific,140,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20221,pending,No eligible in-scope predecessor candidate was found.
111,1236.111,بنيان البرمجيات,بنيان برمجيات,بنيان برمجيات,3.0,5,26.111|46.111,1,specific,113,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage,20222,pending,No eligible in-scope predecessor candidate was found.
111,1237.111,نظم قواعد البيانات,نظم قواعد بيانات,نظم قواعد بيانات,3.0,5,26.111|27.111|29.111|46.111|47.111|48.111,1,specific,237,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20221,pending,No eligible in-scope predecessor candidate was found.
111,1238.111,النظم الموزعة والحوسبة السحابية,نظم موزعه والحوسبه سحابيه,نظم موزعه والحوسبه سحابيه,3.0,5,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,3,specific,63,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20222,pending,No eligible in-scope predecessor candidate was found.
111,1239.111,تصميم نظم البرمجيات,تصميم نظم برمجيات,تصميم نظم برمجيات,3.0,5,26.111|46.111,1,specific,41,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1240.111,تطوير تطبيقات الويب,تطوير تطبيقات ويب,تطوير تطبيقات ويب,3.0,5,26.111|46.111,1,specific,18,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage,20221,pending,No eligible in-scope predecessor candidate was found.
111,1241.111,إدارة المشاريع البرمجية,اداره مشاريع برمجيه,اداره مشاريع برمجيه,3.0,5,26.111|46.111,1,specific,30,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1242.111,تطوير تطبيقات الموبايل,تطوير تطبيقات موبايل,تطوير تطبيقات موبايل,3.0,5,26.111|46.111,1,specific,11,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1243.111,اختبار البرمجيات,اختبار برمجيات,اختبار برمجيات,3.0,5,26.111|46.111,1,specific,20,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage,20233,pending,No eligible in-scope predecessor candidate was found.
111,1244.111,إدارة تشكيلة البرمجيات,اداره تشكيله برمجيات,اداره تشكيله برمجيات,3.0,5,26.111|46.111,1,specific,29,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1246.111,قواعد البيانات المتقدمة,قواعد بيانات متقدمه,قواعد بيانات متقدمه,3.0,5,26.111|27.111|46.111|47.111,1,specific,90,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage,20221,pending,No eligible in-scope predecessor candidate was found.
111,1249.111,نظم المعلومات الإدارية,نظم معلومات اداريه,نظم معلومات اداريه,3.0,6,26.111|27.111|46.111,1,specific,32,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1252.111,المتحكمات الصغرية والنظم المضمنة,متحكمات صغريه والنظم مضمنه,متحكمات صغريه والنظم مضمنه,3.0,5,29.111|30.111|31.111|45.111|48.111|49.111,3,specific,14,,,,,,,,,0,none,,none,29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|31.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage|49.111->49.111:degree_itself_train_present,20221,pending,No eligible in-scope predecessor candidate was found.
111,1253.111,الميكانيك النظري,ميكانيك نظري,ميكانيك نظري,3.0,5,30.111|45.111,1,specific,16,,,,,,,,,0,none,,none,30.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1254.111,نظرية التحكم,نظريه تحكم,نظريه تحكم,3.0,5,30.111|45.111,1,specific,6,,,,,,,,,0,none,,none,30.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage,20222,pending,No eligible in-scope predecessor candidate was found.
111,1255.111,مدخل إلى الروبوتية,مدخل الي روبوتيه,مدخل الي روبوتيه,3.0,5,27.111|30.111|45.111|47.111,2,specific,14,445.111,مدخل إلى الروبوتية,مدخل الي روبوتيه,4.111,3,1.0,84.33333333333333,1,0,candidate_below_support,,known_pair_below_support_retention,known_answer_validation_only,20222,pending,Exact known-answer pair retained because raw TRAIN support 3 is below 20. It is unweighted and does not define a generalized matching rule.
111,1256.111,الحساسات والتحسس,حساسات والتحسس,حساسات والتحسس,3.0,5,30.111|45.111,1,specific,1,,,,,,,,,0,none,,none,30.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage,20233,pending,No eligible in-scope predecessor candidate was found.
111,1257.111,الآلات الكهربائية,الات كهرباييه,الات كهرباييه,3.0,5,30.111|45.111,1,specific,5,,,,,,,,,0,none,,none,30.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1258.111,النظم الروبوتية,نظم روبوتيه,نظم روبوتيه,3.0,5,30.111|45.111,1,specific,4,,,,,,,,,0,none,,none,30.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1259.111,الميكانيك والآلات,ميكانيك والالات,ميكانيك والالات,3.0,5,30.111|45.111,1,specific,4,,,,,,,,,0,none,,none,30.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1260.111,التصميم بمساعدة الحاسوب,تصميم بمساعده حاسوب,تصميم بمساعده حاسوب,3.0,5,30.111|45.111,1,specific,5,,,,,,,,,0,none,,none,30.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage,20221,pending,No eligible in-scope predecessor candidate was found.
111,1267.111,بروتوكولات الشبكات الحاسوبية,بروتوكولات شبكات حاسوبيه,بروتوكولات شبكات حاسوبيه,3.0,5,29.111|48.111,1,specific,11,,,,,,,,,0,none,,none,29.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20221,pending,No eligible in-scope predecessor candidate was found.
111,1268.111,برمجة نظم التشغيل,برمجه نظم تشغيل,برمجه نظم تشغيل,3.0,5,29.111|48.111,1,specific,4,,,,,,,,,0,none,,none,29.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1269.111,أساسيات أمن الحواسيب,اساسيات امن حواسيب,اساسيات امن حواسيب,3.0,5,29.111|48.111,1,specific,44,,,,,,,,,0,none,,none,29.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20223,pending,No eligible in-scope predecessor candidate was found.
111,1271.111,برمجة التطبيقات الشبكية,برمجه تطبيقات شبكيه,برمجه تطبيقات شبكيه,3.0,5,29.111|48.111,1,specific,13,,,,,,,,,0,none,,none,29.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1272.111,أمن نظم قواعد البيانات,امن نظم قواعد بيانات,امن نظم قواعد بيانات,3.0,5,26.111|27.111|29.111|46.111|47.111|48.111,1,specific,54,,,,,,,,,0,none,,none,26.111->49.111:rank1_train_lineage|27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|46.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1273.111,أمن الشبكات والأمن السيبراني,امن شبكات والامن سيبراني,امن شبكات والامن سيبراني,3.0,5,29.111|48.111,1,specific,20,,,,,,,,,0,none,,none,29.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1275.111,إدارة الشبكات الحاسوبية,اداره شبكات حاسوبيه,اداره شبكات حاسوبيه,3.0,5,27.111|29.111|30.111|45.111|47.111|48.111,2,specific,10,,,,,,,,,0,none,,none,27.111->49.111:rank1_train_lineage|29.111->49.111:rank1_train_lineage|30.111->49.111:rank1_train_lineage|45.111->49.111:rank1_train_lineage|47.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1276.111,كشف التطفل وإدارة الاختراقات,كشف تطفل واداره اختراقات,كشف تطفل واداره اختراقات,3.0,5,29.111|48.111,1,specific,2,,,,,,,,,0,none,,none,29.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1277.111,نظم الزمن الحقيقي,نظم زمن حقيقي,نظم زمن حقيقي,3.0,5,29.111|48.111,1,specific,1,,,,,,,,,0,none,,none,29.111->49.111:rank1_train_lineage|48.111->49.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1281.111,الاتصالات التسويقية المتكاملة,اتصالات تسويقيه متكامله,اتصالات تسويقيه متكامله,3.0,5,35.111|56.111,1,specific,4,,,,,,,,,0,none,,none,35.111->7.111:rank1_train_lineage|56.111->7.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1282.111,الاقتصاد الجزئي,اقتصاد جزيي,اقتصاد جزيي,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,373,45.111,الاقتصاد الجزئي,اقتصاد جزيي,7.111|8.111|9.111|10.111|11.111|12.111|22.111,738,0.8360433604336044,64.53794037940379,1,1,successor,1.0,name_key_global,ALL_TRAIN_PRESENT_COURSES,20222,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1283.111,الاقتصاد الكلي,اقتصاد كلي,اقتصاد كلي,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,109,48.111,الاقتصاد الكلي,اقتصاد كلي,7.111|8.111|9.111|10.111|11.111|12.111|22.111,550,0.8654545454545455,66.70727272727272,1,1,successor,1.0,name_key_global,ALL_TRAIN_PRESENT_COURSES,20223,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1284.111,الإدارة الاستراتيجية,اداره استراتيجيه,اداره استراتيجيه,3.0,5,33.111|54.111,1,specific,3,84.111,إدارة استراتيجية,اداره استراتيجيه,8.111|12.111,177,0.9491525423728814,73.13559322033899,1,1,successor,1.0,narrow_key_rank1_lineage,33.111->8.111:rank1_train_lineage|54.111->8.111:rank1_train_lineage,20233,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1285.111,الإدارة الاستراتيجية للموارد البشرية,اداره استراتيجيه للموارد بشريه,اداره استراتيجيه للموارد بشريه,3.0,5,34.111|53.111,1,specific,1,93.111,الإدارة الإستراتيجية للموارد البشرية,اداره استراتيجيه للموارد بشريه,8.111,156,0.9615384615384616,73.12179487179488,1,1,successor,1.0,narrow_key_rank1_lineage,34.111->8.111:rank1_train_lineage|53.111->8.111:rank1_train_lineage,20221,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1288.111,الإدارة المالية,اداره ماليه,اداره ماليه,3.0,5,33.111|37.111|52.111|54.111,2,specific,4,47.111,الإدارة المالية,اداره ماليه,7.111|8.111|9.111|10.111|11.111|12.111|22.111,602,0.8421926910299004,66.98172757475083,1,1,name_only_review_candidate,,name_only_rank1_lineage,33.111->8.111:rank1_train_lineage|37.111->10.111:rank1_train_lineage|52.111->10.111:rank1_train_lineage|54.111->8.111:rank1_train_lineage,20233,pending,No narrow key matched in rank-1 TRAIN-era lineage; normalized-name-only candidate requires review.
111,1290.111,التدريب والتطوير,تدريب والتطوير,تدريب والتطوير,3.0,5,34.111|53.111,1,specific,1,,,,,,,,,0,none,,none,34.111->8.111:rank1_train_lineage|53.111->8.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1291.111,التدقيق الداخلي,تدقيق داخلي,تدقيق داخلي,3.0,5,36.111|55.111,1,specific,5,23.111,التدقيق الداخلي,تدقيق داخلي,11.111,84,0.9285714285714286,66.26190476190476,1,1,successor,1.0,narrow_key_rank1_lineage,36.111->11.111:rank1_train_lineage|55.111->11.111:rank1_train_lineage,20233,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1299.111,السلوك التنظيمي,سلوك تنظيمي,سلوك تنظيمي,3.0,5,33.111|34.111|53.111|54.111,2,specific,11,82.111,السلوك التنظيمي,سلوك تنظيمي,8.111,144,0.9305555555555556,79.48611111111111,1,1,successor,1.0,narrow_key_rank1_lineage,33.111->8.111:rank1_train_lineage|34.111->8.111:rank1_train_lineage|53.111->8.111:rank1_train_lineage|54.111->8.111:rank1_train_lineage,20221,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1300.111,العلاقات العامة,علاقات عامه,علاقات عامه,3.0,5,35.111|56.111,1,specific,2,100.111,العلاقات العامة,علاقات عامه,7.111|8.111,193,0.927461139896373,72.53367875647669,1,1,successor,1.0,narrow_key_rank1_lineage,35.111->7.111:rank1_train_lineage|56.111->7.111:rank1_train_lineage,20233,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1301.111,القيادة الإدارية,قياده اداريه,قياده اداريه,3.0,5,34.111|53.111,1,specific,4,,,,,,,,,0,none,,none,34.111->8.111:rank1_train_lineage|53.111->8.111:rank1_train_lineage,20231,pending,No eligible in-scope predecessor candidate was found.
111,1303.111,المالية العامة,ماليه عامه,ماليه عامه,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,105,182.111,مالية عامة,ماليه عامه,19.111,83,0.8313253012048193,63.36144578313253,1,2,consolidated_into,0.6384615384615384,name_key_global,ALL_TRAIN_PRESENT_COURSES,20222,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1303.111,المالية العامة,ماليه عامه,ماليه عامه,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,105,59.111,المالية العامة,ماليه عامه,10.111,47,0.9787234042553191,80.08510638297872,2,2,consolidated_into,0.36153846153846153,name_key_global,ALL_TRAIN_PRESENT_COURSES,20222,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1304.111,المحاسبة الدولية,محاسبه دوليه,محاسبه دوليه,3.0,5,36.111|55.111,1,specific,1,16.111,المحاسبة الدولية,محاسبه دوليه,11.111,77,1.0,82.14285714285714,1,1,successor,1.0,narrow_key_rank1_lineage,36.111->11.111:rank1_train_lineage|55.111->11.111:rank1_train_lineage,20232,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1305.111,المحاسبة الضريبية,محاسبه ضريبيه,محاسبه ضريبيه,3.0,5,36.111|55.111,1,specific,1,15.111,المحاسبة الضريبية,محاسبه ضريبيه,11.111,117,0.9914529914529915,80.76923076923077,1,1,successor,1.0,narrow_key_rank1_lineage,36.111->11.111:rank1_train_lineage|55.111->11.111:rank1_train_lineage,20231,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1306.111,المصارف الاسلامية,مصارف اسلاميه,مصارف اسلاميه,3.0,5,37.111|52.111,1,specific,2,53.111,المصارف الاسلامية,مصارف اسلاميه,10.111,55,0.8727272727272727,69.30909090909091,1,1,successor,1.0,narrow_key_rank1_lineage,37.111->10.111:rank1_train_lineage|52.111->10.111:rank1_train_lineage,20233,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1309.111,إحصاء الاعمال1,احصاء اعمال#1,احصاء اعمال,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,268,,,,,,,,,0,none,,none,ALL_TRAIN_PRESENT_COURSES,20222,pending,No eligible in-scope predecessor candidate was found.
111,1314.111,إدارة الأعمال الدولية,اداره اعمال دوليه,اداره اعمال دوليه,3.0,5,33.111|54.111,1,specific,4,,,,,,,,,0,none,,none,33.111->8.111:rank1_train_lineage|54.111->8.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1318.111,إدارة التغيير,اداره تغيير,اداره تغيير,3.0,5,33.111|34.111|53.111|54.111,2,specific,8,81.111,إدارة التغيير,اداره تغيير,8.111,175,0.9771428571428571,74.37714285714286,1,1,successor,1.0,narrow_key_rank1_lineage,33.111->8.111:rank1_train_lineage|34.111->8.111:rank1_train_lineage|53.111->8.111:rank1_train_lineage|54.111->8.111:rank1_train_lineage,20221,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1320.111,إدارة التفاوض في الموارد البشرية,اداره تفاوض في موارد بشريه,اداره تفاوض في موارد بشريه,3.0,5,34.111|53.111,1,specific,1,,,,,,,,,0,none,,none,34.111->8.111:rank1_train_lineage|53.111->8.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1321.111,إدارة التفاوض في التسويق,اداره تفاوض في تسويق,اداره تفاوض في تسويق,3.0,5,35.111|56.111,1,specific,2,,,,,,,,,0,none,,none,35.111->7.111:rank1_train_lineage|56.111->7.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1324.111,إدارة الجودة,اداره جوده,اداره جوده,3.0,4,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,25,72.111,إدارة الجودة,اداره جوده,7.111|8.111|9.111|10.111|11.111|12.111|22.111,557,0.8456014362657092,66.87253141831239,1,1,successor,1.0,name_key_global,ALL_TRAIN_PRESENT_COURSES,20223,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1325.111,إدارة العلاقة مع الزبائن,اداره علاقه مع زباين,اداره علاقه مع زباين,3.0,5,35.111|56.111,1,specific,2,,,,,,,,,0,none,,none,35.111->7.111:rank1_train_lineage|56.111->7.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1326.111,إدارة العمليات المصرفية,اداره عمليات مصرفيه,اداره عمليات مصرفيه,3.0,5,37.111|52.111,1,specific,3,,,,,,,,,0,none,,none,37.111->10.111:rank1_train_lineage|52.111->10.111:rank1_train_lineage,20232,pending,No eligible in-scope predecessor candidate was found.
111,1327.111,إدارة العمليات والإنتاج,اداره عمليات والانتاج,اداره عمليات والانتاج,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,161,,,,,,,,,0,none,,none,ALL_TRAIN_PRESENT_COURSES,20222,pending,No eligible in-scope predecessor candidate was found.
111,1330.111,إدارة المشتريات,اداره مشتريات,اداره مشتريات,3.0,5,35.111|56.111,1,specific,1,,,,,,,,,0,none,,none,35.111->7.111:rank1_train_lineage|56.111->7.111:rank1_train_lineage,20233,pending,No eligible in-scope predecessor candidate was found.
111,1332.111,إدارة الموارد البشرية,اداره موارد بشريه,اداره موارد بشريه,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,594,73.111,إدارة الموارد البشرية,اداره موارد بشريه,7.111|8.111|9.111|10.111|11.111|12.111|22.111,958,0.8663883089770354,67.90396659707724,1,2,consolidated_into,0.8978444236176195,name_key_global,ALL_TRAIN_PRESENT_COURSES,20221,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1332.111,إدارة الموارد البشرية,اداره موارد بشريه,اداره موارد بشريه,3.0,3,33.111|34.111|35.111|36.111|37.111|38.111|39.111|40.111|51.111|52.111|53.111|54.111|55.111|56.111,7,shared,594,191.111,ادارة موارد بشرية,اداره موارد بشريه,19.111,109,0.6605504587155964,57.51376146788991,2,2,consolidated_into,0.1021555763823805,name_key_global,ALL_TRAIN_PRESENT_COURSES,20221,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
111,1336.111,إدارة عمليات التأمين,اداره عمليات تامين,اداره عمليات تامين,3.0,5,37.111|52.111,1,specific,3,54.111,ادارة عمليات التامين,اداره عمليات تامين,10.111,62,0.7096774193548387,62.16129032258065,1,1,successor,1.0,narrow_key_rank1_lineage,37.111->10.111:rank1_train_lineage|52.111->10.111:rank1_train_lineage,20232,pending,Eligible TRAIN-supported predecessor; proposal remains pending.
