REVIEW ARTIFACT - NOT AN EQUIVALENCE MAPPING. No mapping has been created or applied. Multiple candidates per course; buckets are mixed; conflicting evidence is retained deliberately. Do not consume as a lookup table.
review_bucket,new_course_id,new_course_name,valid_rows,first_valid_semester,censored_debut,faculty_id,degrees_offered_in_valid,candidate_1_course_id,candidate_1_name,candidate_1_name_similarity,candidate_1_name_exact_normalized,candidate_1_credits_old,candidate_1_credits_new,candidate_1_credits_equal,candidate_1_requirement_type_equal,candidate_1_faculty_equal,candidate_1_degree_lineage_linked,candidate_1_planned_level_equal,candidate_1_train_rows,candidate_1_last_active_semester,candidate_1_volume_collapsed,candidate_1_post_boundary_volume_ratio,candidate_1_temporal_complementarity,candidate_1_censored_predecessor,candidate_1_signals_matched,candidate_1_signals_conflicted,candidate_2_course_id,candidate_2_name,candidate_2_name_similarity,candidate_3_course_id,candidate_3_name,candidate_3_name_similarity,reason,human_decision_required
unresolved,1405.111,مناهج البحث العلمي,153,20232,True,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|53.111|55.111|56.111,171.111,منهج البحث العلمي,0.9714,False,4.0,3.0,False,False,False,True,True,98,20142,False,,True,False,degree_lineage|planned_level|temporal_complementarity,name_exact|credits|requirement_type|faculty|predecessor_volume_collapse|volume_continuity,443.111,خوارزميات البحث الذكية,0.6,395.111,نظم البحث عن المعلومات,0.65,plausible but insufficient: credits differ (4.0 -> 3.0); requirement type differs; name only 0.97 similar; debut in 20232/20233 - censored,yes
likely_equivalent_needs_review,1196.111,شبكات الحاسوب,149,20221,False,167.111,26.111|27.111|29.111|30.111|31.111,466.111,شبكات الحاسوب,1.0,True,3.0,3.0,True,False,False,True,False,548,20233,False,0.7071,False,True,name_exact|credits|degree_lineage|volume_continuity,requirement_type|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,510.111,بنيان الحواسيب,0.6667,524.111,بيانيات الحاسوب,0.7857,"name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
likely_equivalent_needs_review,1235.111,تصميم المترجمات,140,20221,False,167.111,26.111|27.111|29.111,523.111,تصميم المترجمات,1.0,True,3.0,3.0,True,True,False,True,False,319,20233,False,0.7766,False,True,name_exact|credits|requirement_type|degree_lineage|volume_continuity,faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,376.111,المترجمات,0.75,868.111,تصميم معدات حفر,0.6429,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
confirmed_equivalent,1201.111,الرياضيات الترميمية,122,20221,False,167.111,26.111|27.111|29.111|30.111|31.111|45.111|46.111|47.111|48.111|49.111,1036.111,رياضيات ترميمية,1.0,True,4.0,4.0,True,True,False,True,False,71,20212,True,0.0,True,False,name_exact|credits|requirement_type|degree_lineage|predecessor_volume_collapse|temporal_complementarity|volume_continuity,faculty|planned_level,434.111,الدارات المنطقية,0.6286,427.111,الدارات الكهربائية 1,0.6154,"exact normalized name, equal credits (4.0) and requirement type, degree-lineage link, and predecessor enrolment collapsed to 0% of its final TRAIN year",yes
unresolved,1357.111,تقييم المشروعات ودراسات الجدوى الاقتصادية,115,20231,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|52.111|53.111|54.111,188.111,دراسات الجدوى الاقتصادية,0.7385,False,3.0,3.0,True,False,False,True,False,95,20153,False,,True,False,credits|degree_lineage|temporal_complementarity,name_exact|requirement_type|faculty|planned_level|predecessor_volume_collapse|volume_continuity,,,,,,,plausible but insufficient: requirement type differs; name only 0.74 similar,yes
unresolved,1236.111,بنيان البرمجيات,113,20222,False,167.111,26.111,532.111,هندسة البرمجيات,0.7333,False,3.0,3.0,True,True,False,True,False,225,20233,False,1.9795,False,True,credits|requirement_type|degree_lineage|volume_continuity,name_exact|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,420.111,هندسة البرمجيات  1,0.6875,422.111,هندسة البرمجيات 3,0.6875,plausible but insufficient: name only 0.73 similar,yes
unresolved,1204.111,مدخل إلى تعلم الآلة,112,20221,False,167.111,26.111|27.111|29.111|30.111,445.111,مدخل إلى الروبوتية,0.6486,False,3.0,3.0,True,True,False,True,False,3,,False,,False,False,credits|requirement_type|degree_lineage,name_exact|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,452.111,تعلم الآلة,0.6957,14.111,تحليل القوائم المالية,0.6,plausible but insufficient: name only 0.65 similar,yes
likely_equivalent_needs_review,1166.111,إدارة المشاريع,112,20221,False,167.111,26.111|27.111|29.111|30.111|49.111,505.111,إدارة المشاريع,1.0,True,2.0,2.0,True,True,False,True,False,624,20233,False,0.547,False,True,name_exact|credits|requirement_type|degree_lineage|volume_continuity,faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,418.111,إدارة المشاريع,1.0,509.111,إدارة المؤسسات,0.7143,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
likely_equivalent_needs_review,1283.111,الاقتصاد الكلي,109,20223,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|52.111|53.111|54.111|55.111,48.111,الاقتصاد الكلي,1.0,True,2.0,3.0,False,True,False,True,True,550,20233,False,1.0085,False,True,name_exact|requirement_type|degree_lineage|planned_level|volume_continuity,credits|faculty|predecessor_volume_collapse|temporal_complementarity,76.111,الإدارة الدولية,0.6207,46.111,الأعمال الدولية,0.6207,"name similarity 1.00 with degree-lineage link; unmet for confirmation: credits, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
unresolved,1303.111,المالية العامة,105,20222,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|55.111,182.111,مالية عامة,1.0,True,2.0,3.0,False,False,False,True,False,83,20152,False,,True,False,name_exact|degree_lineage|temporal_complementarity,credits|requirement_type|faculty|planned_level|predecessor_volume_collapse|volume_continuity,59.111,المالية العامة,1.0,46.111,الأعمال الدولية,0.6207,plausible but insufficient: credits differ (2.0 -> 3.0); requirement type differs,yes
likely_equivalent_needs_review,1385.111,محاسبة شركات أشخاص,104,20223,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|52.111,3.111,محاسبة شركات الاشخاص,1.0,True,3.0,3.0,True,True,False,True,False,383,20232,False,1.2731,False,True,name_exact|credits|requirement_type|degree_lineage|volume_continuity,faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,22.111,محاسبة شركات الأموال,0.8333,174.111,محاسبة شركات 2,0.8125,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
unresolved,1412.111,نظم المعلومات الإدارية,91,20222,False,177.111,33.111|34.111|35.111|36.111|37.111|39.111|54.111,545.111,نظم المعلومات الإدارية,1.0,True,3.0,3.0,True,False,False,False,False,135,20233,False,1.7907,False,True,name_exact|credits|volume_continuity,requirement_type|faculty|degree_lineage|planned_level|predecessor_volume_collapse|temporal_complementarity,121.111,نظم المعلومات الإدارية 1,0.9565,195.111,نظم المعلومات الادارية,1.0,plausible but insufficient: no degree-lineage link to the candidate's degrees; requirement type differs,yes
likely_equivalent_needs_review,1246.111,قواعد البيانات المتقدمة,90,20221,False,167.111,26.111|27.111,533.111,قواعد البيانات المتقدمة,1.0,True,3.0,3.0,True,False,False,True,True,223,20233,False,3.9091,False,True,name_exact|credits|degree_lineage|planned_level|volume_continuity,requirement_type|faculty|predecessor_volume_collapse|temporal_complementarity,367.111,قواعد بيانات متقدمة,1.0,527.111,قواعد البيانات 2,0.7879,"name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
likely_equivalent_needs_review,1426.111,علم الاجتماع,87,20231,False,4.111,40.111|41.111|42.111|44.111|45.111|46.111|50.111|52.111|53.111|54.111|55.111|56.111,1018.111,علم اجتماع,1.0,True,2.0,2.0,True,True,False,True,False,2831,20233,False,0.527,False,True,name_exact|credits|requirement_type|degree_lineage,faculty|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,1020.111,علم الإدارة,0.6957,984.111,علم الأمراض,0.7826,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
unresolved,489.111,الآلات الكهربائية,84,20221,False,5.111,5.111|6.111,468.111,الاتصالات الضوئية,0.7059,False,3.0,3.0,True,True,True,True,False,191,20232,False,0.5109,False,True,credits|requirement_type|faculty|degree_lineage|volume_continuity,name_exact|planned_level|predecessor_volume_collapse|temporal_complementarity,473.111,الاتصالات الساتلية,0.6857,465.111,نظرية الحقول الكهرطيسية,0.6,plausible but insufficient: name only 0.71 similar,yes
unresolved,1197.111,تطبيقات,84,20222,False,167.111,26.111|27.111|29.111|30.111,540.111,تطبيقات إنترنت,0.6667,False,3.0,2.0,False,False,False,True,False,77,20232,False,3.2037,False,True,degree_lineage|volume_continuity,name_exact|credits|requirement_type|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,397.111,تطبيقات أنترنت,0.6667,,,,plausible but insufficient: credits differ (3.0 -> 2.0); requirement type differs; name only 0.67 similar,yes
unresolved,1203.111,نظرية الألعاب,81,20231,False,167.111,27.111|29.111,521.111,نظرية الحوسبة,0.6923,False,3.0,3.0,True,True,False,True,False,483,20233,False,0.987,False,True,credits|requirement_type|degree_lineage,name_exact|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,24.111,نظرية المحاسبة,0.7407,437.111,نظرية المعلومات,0.6429,plausible but insufficient: name only 0.69 similar,yes
unresolved,1163.111,الإنكليزية للمهندسين,76,20222,False,167.111,26.111|27.111|29.111|30.111|31.111,1080.111,لغة انكليزية لمهندسي البترول,0.7273,False,2.0,2.0,True,True,False,False,False,40,20233,False,2.22,False,True,credits|requirement_type|volume_continuity,name_exact|faculty|degree_lineage|planned_level|predecessor_volume_collapse|temporal_complementarity,,,,,,,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.73 similar,yes
genuinely_new,1238.111,النظم الموزعة والحوسبة السحابية,63,20222,False,167.111,26.111|27.111|29.111|31.111,,,,,,,,,,,,,,,,,,,,,,,,,,no TRAIN course reaches the plausibility bar on normalized name similarity in any degree,yes
likely_equivalent_needs_review,1205.111,معالجة الصور وتحليلها,55,20221,False,167.111,26.111|27.111,451.111,معالجة الصور وتحليلها,1.0,True,3.0,3.0,True,False,False,True,True,57,20232,False,8.0,False,True,name_exact|credits|degree_lineage|planned_level,requirement_type|faculty|predecessor_volume_collapse|temporal_complementarity|volume_continuity,460.111,معالجة الإشارة الرقمية,0.6512,405.111,معالجات صغرية,0.625,"name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
unresolved,1272.111,أمن نظم قواعد البيانات,54,20231,False,167.111,26.111|27.111|29.111,382.111,قواعد البيانات 2,0.7368,False,3.0,3.0,True,True,False,True,True,50,20133,False,,True,False,credits|requirement_type|degree_lineage|planned_level|temporal_complementarity,name_exact|faculty|predecessor_volume_collapse|volume_continuity,527.111,قواعد البيانات 2,0.7368,381.111,قواعد البيانات 1,0.7368,plausible but insufficient: name only 0.74 similar,yes
unresolved,103.111,تسويق الخدمات,54,20221,False,7.111,7.111,507.111,التسويق,0.625,False,2.0,3.0,False,False,False,False,True,162,20192,False,,True,False,planned_level|temporal_complementarity,name_exact|credits|requirement_type|faculty|degree_lineage|predecessor_volume_collapse|volume_continuity,399.111,التسويق,0.625,,,,plausible but insufficient: no degree-lineage link to the candidate's degrees; credits differ (2.0 -> 3.0); requirement type differs; name only 0.62 similar,yes
likely_equivalent_needs_review,1409.111,نظرية المحاسبة,52,20232,True,177.111,33.111|34.111|35.111|36.111|37.111|39.111|40.111|52.111|54.111|55.111|56.111,24.111,نظرية المحاسبة,1.0,True,3.0,3.0,True,False,False,True,False,84,20233,False,5.35,False,True,name_exact|credits|degree_lineage|volume_continuity,requirement_type|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,154.111,مبادئ المحاسبة 1,0.6667,465.111,نظرية الحقول الكهرطيسية,0.6486,"name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
unresolved,104.111,إدارة النقل,51,20222,False,7.111,7.111,81.111,إدارة التغيير,0.6667,False,3.0,3.0,True,True,True,False,False,175,20232,False,1.8636,False,True,credits|requirement_type|faculty|volume_continuity,name_exact|degree_lineage|planned_level|predecessor_volume_collapse|temporal_complementarity,92.111,إدارة التفاوض,0.6667,86.111,إدارة المعرفة,0.6667,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.67 similar,yes
unresolved,101.111,إدارة المشتريات والتخزين,50,20221,False,7.111,7.111,84.111,إدارة استراتيجية,0.6,False,3.0,3.0,True,True,True,False,False,177,20233,False,1.0083,False,True,credits|requirement_type|faculty|volume_continuity,name_exact|degree_lineage|planned_level|predecessor_volume_collapse|temporal_complementarity,54.111,ادارة عمليات التامين,0.7273,56.111,ادارة الاستثمار والتمويل,0.6667,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.60 similar,yes
unresolved,106.111,إدارة العلاقة مع الزبائن,49,20222,False,7.111,7.111,54.111,ادارة عمليات التامين,0.6842,False,3.0,3.0,True,True,True,False,True,62,20232,False,,False,True,credits|requirement_type|faculty|planned_level,name_exact|degree_lineage|predecessor_volume_collapse|temporal_complementarity|volume_continuity,73.111,إدارة الموارد البشرية,0.6222,80.111,الإدارة العامة,0.6,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.68 similar,yes
unresolved,105.111,ادارة  الترويج والاعلان,48,20222,False,7.111,7.111,56.111,ادارة الاستثمار والتمويل,0.6522,False,3.0,3.0,True,True,True,False,True,53,20231,False,1.7857,False,False,credits|requirement_type|faculty|planned_level,name_exact|degree_lineage|predecessor_volume_collapse|temporal_complementarity|volume_continuity,197.111,ادارة المؤسسات المالية,0.6364,98.111,إدارة التسويق,0.6286,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.65 similar,yes
unresolved,99.111,سلوك المستهلك,46,20221,False,7.111,7.111,933.111,السلوك المهني,0.7,False,2.0,3.0,False,False,False,False,False,1,,False,,False,False,,name_exact|credits|requirement_type|faculty|degree_lineage|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,,,,,,,plausible but insufficient: no degree-lineage link to the candidate's degrees; credits differ (2.0 -> 3.0); requirement type differs; name only 0.70 similar,yes
unresolved,107.111,تصميم المنتج والتسعير,46,20222,False,7.111,7.111,523.111,تصميم المترجمات,0.7222,False,3.0,3.0,True,True,False,False,False,319,20233,False,0.7766,False,True,credits|requirement_type,name_exact|faculty|degree_lineage|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,483.111,التصميم الرقمي المتقدم,0.6047,864.111,تصميم الابار,0.6061,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.72 similar,yes
unresolved,1269.111,أساسيات أمن الحواسيب,44,20223,False,167.111,29.111,380.111,البيانيات والرسم بمعونة الحاسب,0.64,False,3.0,3.0,True,True,False,True,False,65,20102,False,,True,False,credits|requirement_type|degree_lineage|temporal_complementarity,name_exact|faculty|planned_level|predecessor_volume_collapse|volume_continuity,524.111,بيانيات الحاسوب,0.6286,510.111,بنيان الحواسيب,0.7059,plausible but insufficient: name only 0.64 similar,yes
unresolved,1239.111,تصميم نظم البرمجيات,41,20231,False,167.111,26.111,523.111,تصميم المترجمات,0.7333,False,3.0,3.0,True,True,False,True,True,319,20233,False,0.7766,False,True,credits|requirement_type|degree_lineage|planned_level,name_exact|faculty|predecessor_volume_collapse|temporal_complementarity|volume_continuity,532.111,هندسة البرمجيات,0.6471,420.111,هندسة البرمجيات  1,0.6111,plausible but insufficient: name only 0.73 similar,yes
genuinely_new,1428.111,اساسيات الإدارة ومهاراتها,41,20231,False,3.111,40.111|42.111|44.111|50.111|53.111|55.111|56.111,,,,,,,,,,,,,,,,,,,,,,,,,,no TRAIN course reaches the plausibility bar on normalized name similarity in any degree,yes
likely_equivalent_needs_review,1217.111,الدارات الإلكترونية1,37,20221,False,167.111,30.111|31.111|45.111|49.111,430.111,الدارات الإلكترونية 1,1.0,True,3.0,3.0,True,True,False,True,True,216,20232,False,0.8125,False,True,name_exact|credits|requirement_type|degree_lineage|planned_level|volume_continuity,faculty|predecessor_volume_collapse|temporal_complementarity,427.111,الدارات الكهربائية 1,0.7317,459.111,الدارات الإلكترونية 2,0.9524,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
likely_equivalent_needs_review,1249.111,نظم المعلومات الإدارية,32,20231,False,167.111,26.111|27.111,545.111,نظم المعلومات الإدارية,1.0,True,3.0,3.0,True,True,False,True,False,135,20233,False,1.7907,False,True,name_exact|credits|requirement_type|degree_lineage|volume_continuity,faculty|planned_level|predecessor_volume_collapse|temporal_complementarity,529.111,أمن نظم المعلومات,0.6667,419.111,أمن نظم المعلومات,0.6667,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
unresolved,102.111,التسويق المباشر,32,20221,False,7.111,7.111,23.111,التدقيق الداخلي,0.6,False,3.0,3.0,True,True,True,False,False,84,20233,False,4.0,False,True,credits|requirement_type|faculty|volume_continuity,name_exact|degree_lineage|planned_level|predecessor_volume_collapse|temporal_complementarity,399.111,التسويق,0.6364,507.111,التسويق,0.6364,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.60 similar,yes
unresolved,109.111,إدارة التجزئة,32,20231,False,7.111,7.111,92.111,إدارة التفاوض,0.6923,False,3.0,3.0,True,False,True,True,True,164,20232,False,1.3511,False,True,credits|faculty|degree_lineage|planned_level|volume_continuity,name_exact|requirement_type|predecessor_volume_collapse|temporal_complementarity,86.111,إدارة المعرفة,0.6923,81.111,إدارة التغيير,0.7692,plausible but insufficient: requirement type differs; name only 0.69 similar,yes
unresolved,1241.111,إدارة المشاريع البرمجية,30,20232,True,167.111,26.111,418.111,إدارة المشاريع,0.7742,False,2.0,3.0,False,True,False,True,True,43,20131,False,,True,False,requirement_type|degree_lineage|planned_level|temporal_complementarity,name_exact|credits|faculty|predecessor_volume_collapse|volume_continuity,56.111,ادارة الاستثمار والتمويل,0.6809,79.111,تنمية الموارد البشرية,0.6364,plausible but insufficient: credits differ (2.0 -> 3.0); name only 0.77 similar; debut in 20232/20233 - censored,yes
unresolved,1244.111,إدارة تشكيلة البرمجيات,29,20231,False,167.111,26.111,420.111,هندسة البرمجيات  1,0.6154,False,3.0,3.0,True,True,False,True,True,39,20141,False,,True,False,credits|requirement_type|degree_lineage|planned_level|temporal_complementarity,name_exact|faculty|predecessor_volume_collapse|volume_continuity,532.111,هندسة البرمجيات,0.6486,422.111,هندسة البرمجيات 3,0.6154,plausible but insufficient: name only 0.62 similar,yes
likely_equivalent_needs_review,1216.111,الإشارات والنظم,27,20221,False,167.111,29.111|30.111|31.111,458.111,الإشارات والنظم,1.0,True,3.0,3.0,True,True,False,True,True,260,20232,False,0.5152,False,True,name_exact|credits|requirement_type|degree_lineage|planned_level|volume_continuity,faculty|predecessor_volume_collapse|temporal_complementarity,463.111,الاتصالات الرقمية,0.625,478.111,الدارات والنظم المكروية,0.6875,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
unresolved,1427.111,مهارات التفكير والبحث العلمي,26,20231,False,3.111,40.111|41.111|42.111|44.111|50.111|52.111|53.111,1016.111,المنطق والتفكير العلمي,0.64,False,2.0,2.0,True,True,True,True,True,3238,20233,False,1.3583,False,True,credits|requirement_type|faculty|degree_lineage|planned_level,name_exact|predecessor_volume_collapse|temporal_complementarity|volume_continuity,567.111,التفكير العلمي,0.6667,662.111,مهارات التواصل,0.619,plausible but insufficient: name only 0.64 similar,yes
likely_equivalent_needs_review,1198.111,مشروع فصلي,25,20231,False,167.111,26.111|27.111|29.111|30.111,471.111,مشروع  فصلي,1.0,True,3.0,3.0,True,False,False,True,True,165,20232,False,1.0185,False,True,name_exact|credits|degree_lineage|planned_level|volume_continuity,requirement_type|faculty|predecessor_volume_collapse|temporal_complementarity,538.111,مشروع  فصلي,1.0,486.111,مشروع  فصلي,1.0,"name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
unresolved,116.111,اتخاذ القرار اللوجستي,25,20231,False,7.111,7.111,95.111,اتخاذ القرار وإدارة الأزمات,0.6667,False,3.0,3.0,True,True,True,False,True,141,20232,False,1.2683,False,True,credits|requirement_type|faculty|planned_level|volume_continuity,name_exact|degree_lineage|predecessor_volume_collapse|temporal_complementarity,,,,,,,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.67 similar,yes
unresolved,1324.111,إدارة الجودة,25,20223,False,177.111,33.111|34.111|35.111|36.111|54.111,72.111,إدارة الجودة,1.0,True,2.0,3.0,False,False,False,True,False,557,20232,False,0.8979,False,True,name_exact|degree_lineage,credits|requirement_type|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,86.111,إدارة المعرفة,0.72,73.111,إدارة الموارد البشرية,0.6667,plausible but insufficient: credits differ (2.0 -> 3.0); requirement type differs,yes
unresolved,108.111,بحوث ونظم المعلومات التسويقية,23,20232,True,7.111,7.111,121.111,نظم المعلومات الإدارية 1,0.6792,False,3.0,3.0,True,False,True,True,False,531,20232,False,1.5884,True,True,credits|faculty|degree_lineage|temporal_complementarity,name_exact|requirement_type|planned_level|predecessor_volume_collapse|volume_continuity,123.111,نظم المعلومات الإدارية 2,0.6792,419.111,أمن نظم المعلومات,0.6087,plausible but insufficient: requirement type differs; name only 0.68 similar; debut in 20232/20233 - censored,yes
likely_equivalent_needs_review,1165.111,مهارات التواصل,21,20221,False,167.111,26.111|27.111|29.111|30.111,439.111,مهارات تواصل,1.0,True,2.0,2.0,True,True,False,True,False,825,20233,False,0.378,False,True,name_exact|credits|requirement_type|degree_lineage,faculty|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,1012.111,مهارات تواصل,1.0,662.111,مهارات التواصل,1.0,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
genuinely_new,110.111,قنوات التوزيع,21,20223,False,7.111,7.111,,,,,,,,,,,,,,,,,,,,,,,,,,no TRAIN course reaches the plausibility bar on normalized name similarity in any degree,yes
unresolved,1243.111,اختبار البرمجيات,20,20233,True,167.111,26.111,420.111,هندسة البرمجيات  1,0.6061,False,3.0,3.0,True,True,False,True,True,39,20141,False,,True,False,credits|requirement_type|degree_lineage|planned_level|temporal_complementarity,name_exact|faculty|predecessor_volume_collapse|volume_continuity,532.111,هندسة البرمجيات,0.6452,436.111,لغات البرمجة,0.6429,plausible but insufficient: name only 0.61 similar; debut in 20232/20233 - censored,yes
unresolved,1273.111,أمن الشبكات والأمن السيبراني,20,20231,False,167.111,29.111,444.111,المنطق العائم والخوارزميات الوراثية,0.6032,False,3.0,3.0,True,True,False,False,False,4,,False,,False,False,credits|requirement_type,name_exact|faculty|degree_lineage|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,,,,,,,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.60 similar,yes
unresolved,1240.111,تطوير تطبيقات الويب,18,20221,False,167.111,26.111,417.111,برمجة التطبيقات الشبكية,0.619,False,3.0,3.0,True,True,False,True,False,54,20133,False,,True,False,credits|requirement_type|degree_lineage|temporal_complementarity,name_exact|faculty|planned_level|predecessor_volume_collapse|volume_continuity,544.111,برمجة التطبيقات الشبكية,0.619,899.111,مقدمة في تطبيقات الحاسوب,0.6512,plausible but insufficient: name only 0.62 similar,yes
likely_equivalent_needs_review,1387.111,محاسبة متوسطة1,17,20231,False,177.111,36.111,4.111,محاسبة متوسطة I,0.9333,False,3.0,3.0,True,True,False,True,True,112,20233,False,2.6875,False,True,credits|requirement_type|degree_lineage|planned_level|volume_continuity,name_exact|faculty|predecessor_volume_collapse|temporal_complementarity,10.111,محاسبة متوسطة II,0.9032,16.111,المحاسبة الدولية,0.6667,name similarity 0.93 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
unresolved,1253.111,الميكانيك النظري,16,20231,False,167.111,30.111,837.111,ميكانيك - ديناميك,0.7407,False,3.0,3.0,True,True,False,True,False,268,20191,False,,True,False,credits|requirement_type|degree_lineage|temporal_complementarity,name_exact|faculty|planned_level|predecessor_volume_collapse|volume_continuity,1093.111,الامتحان الوطني,0.6452,678.111,الكيمياء السريرية,0.625,plausible but insufficient: name only 0.74 similar,yes
unresolved,114.111,التسويق الالكتروني,15,20232,True,7.111,7.111,23.111,التدقيق الداخلي,0.6667,False,3.0,3.0,True,True,True,False,True,84,20233,False,4.0,False,True,credits|requirement_type|faculty|planned_level|volume_continuity,name_exact|degree_lineage|predecessor_volume_collapse|temporal_complementarity,429.111,أسس الإلكترونيات,0.7647,55.111,المصارف الإلكترونية,0.7027,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.67 similar; debut in 20232/20233 - censored,yes
likely_equivalent_needs_review,1252.111,المتحكمات الصغرية والنظم المضمنة,14,20221,False,167.111,29.111|30.111|31.111,461.111,المتحكمات الصغرية والنظم المضمنة,1.0,True,3.0,3.0,True,False,False,True,False,177,20232,False,1.0893,False,True,name_exact|credits|degree_lineage,requirement_type|faculty|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,511.111,المعالجات الصغرية ولغة التجميع,0.6452,1028.111,اللقاحات والمواد الممنعة,0.6071,"name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, no uncensored temporal/enrolment corroboration (predecessor still running at full volume)",yes
likely_equivalent_needs_review,1255.111,مدخل إلى الروبوتية,14,20222,False,167.111,27.111|30.111,445.111,مدخل إلى الروبوتية,1.0,True,3.0,3.0,True,True,False,True,False,3,,False,,False,False,name_exact|credits|requirement_type|degree_lineage,faculty|planned_level|predecessor_volume_collapse|temporal_complementarity|volume_continuity,491.111,الروبوتية,0.6667,968.111,مدخل الى الصيدلة,0.7647,name similarity 1.00 with degree-lineage link; unmet for confirmation: no uncensored temporal/enrolment corroboration (predecessor still running at full volume),yes
unresolved,1170.111,نماذج نضج البرمجيات,14,20233,True,167.111,26.111,421.111,هندسة البرمجيات 2,0.6111,False,3.0,3.0,True,True,False,True,True,31,20151,False,,True,False,credits|requirement_type|degree_lineage|planned_level|temporal_complementarity,name_exact|faculty|predecessor_volume_collapse|volume_continuity,532.111,هندسة البرمجيات,0.6471,420.111,هندسة البرمجيات  1,0.6111,plausible but insufficient: name only 0.61 similar; debut in 20232/20233 - censored,yes
unresolved,111.111,التسويق الدولي,14,20223,False,7.111,7.111,16.111,المحاسبة الدولية,0.6667,False,3.0,3.0,True,True,True,False,True,77,20232,False,4.25,False,True,credits|requirement_type|faculty|planned_level|volume_continuity,name_exact|degree_lineage|predecessor_volume_collapse|temporal_complementarity,60.111,المشتقات المالية,0.6,23.111,التدقيق الداخلي,0.7586,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.67 similar,yes
unresolved,1380.111,محاسبة تكاليف1,14,20231,False,177.111,36.111,7.111,محاسبة إدارية,0.6429,False,3.0,3.0,True,True,False,True,True,101,20231,False,2.4545,True,False,credits|requirement_type|degree_lineage|planned_level|temporal_complementarity|volume_continuity,name_exact|faculty|predecessor_volume_collapse,5.111,محاسبة تكاليفI,0.8966,16.111,المحاسبة الدولية,0.6667,plausible but insufficient: name only 0.64 similar,yes
