REVIEW ARTIFACT - NOT AN EQUIVALENCE MAPPING. No mapping has been created or applied. Buckets are mixed; conflicting evidence is retained deliberately; the v1 CSV's multi-candidate detail still stands. Do not consume as a lookup table.
new_bucket,prior_bucket,changed,in_scope_for_this_task,new_course_id,new_course_name,valid_rows,first_valid_semester,candidate_1_course_id,candidate_1_name,new_evidence,new_reason,predecessor_last_active_semester_2025,predecessor_never_reached_activity_floor,predecessor_silent_semesters_after,predecessor_taper_confirmed,predecessor_taper_post_debut,predecessor_taper_pre_debut,predecessor_active_through_2025,predecessor_rows_2021,predecessor_rows_2024,predecessor_persistence_ratio,new_course_rows_2024,new_course_last_active_semester,new_course_short_lived,human_decision_required
unresolved,unresolved,False,True,101.111,إدارة المشتريات والتخزين,50,20221,84.111,إدارة استراتيجية,"predecessor still active at comparable volume through 2025 (40 rows in 2024 vs 60 in 2021, ratio 0.6667) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.60 similar; predecessor still enrolling through 2025 - no taper,20252,False,0,False,False,False,True,60,40,0.6667,14,20252,False,yes
unresolved,unresolved,False,True,106.111,إدارة العلاقة مع الزبائن,49,20222,54.111,ادارة عمليات التامين,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.68 similar,20242,False,3,True,True,False,False,0,21,,18,20242,True,yes
unresolved,unresolved,False,True,105.111,ادارة  الترويج والاعلان,48,20222,56.111,ادارة الاستثمار والتمويل,"predecessor still active at comparable volume through 2025 (19 rows in 2024 vs 7 in 2021, ratio 2.7143) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.65 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,7,19,2.7143,19,20242,True,yes
unresolved,unresolved,False,True,99.111,سلوك المستهلك,46,20221,933.111,السلوك المهني,"predecessor never reached the 5-enrolment activity floor in any semester of the extended file (1 rows in total) - there is no taper to observe, so no corroboration is available",plausible but insufficient: no degree-lineage link to the candidate's degrees; credits differ (2.0 -> 3.0); requirement type differs; name only 0.70 similar; predecessor still enrolling through 2025 - no taper,,True,66,False,False,False,False,0,0,,21,20251,False,yes
unresolved,unresolved,False,True,107.111,تصميم المنتج والتسعير,46,20222,523.111,تصميم المترجمات,"predecessor still active at comparable volume through 2025 (69 rows in 2024 vs 141 in 2021, ratio 0.4894) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.72 similar; predecessor still enrolling through 2025 - no taper,20252,False,0,False,False,False,True,141,69,0.4894,6,20251,False,yes
unresolved,unresolved,False,True,1269.111,أساسيات أمن الحواسيب,44,20223,380.111,البيانيات والرسم بمعونة الحاسب,predecessor already fully tapered before the new course's debut (last active 20102); the extra years confirm no rebound but add no new evidence,plausible but insufficient: name only 0.64 similar,20102,False,49,True,False,True,False,0,0,,48,20251,False,yes
unresolved,unresolved,False,True,1239.111,تصميم نظم البرمجيات,41,20231,523.111,تصميم المترجمات,"predecessor still active at comparable volume through 2025 (69 rows in 2024 vs 141 in 2021, ratio 0.4894) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: name only 0.73 similar; predecessor still enrolling through 2025 - no taper,20252,False,0,False,False,False,True,141,69,0.4894,96,20251,False,yes
genuinely_new,genuinely_new,False,False,1428.111,اساسيات الإدارة ومهاراتها,41,20231,,,carried over unchanged - outside this task's scope,no TRAIN course reaches the plausibility bar on normalized name similarity in any degree,,,,,,,,,,,55,20252,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1217.111,الدارات الإلكترونية1,37,20221,430.111,الدارات الإلكترونية 1,"predecessor still running through 2025 at reduced volume (last active 20251, 2024/2021 ratio 0.1875) - no confirmed taper",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,False,32,6,0.1875,32,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1249.111,نظم المعلومات الإدارية,32,20231,545.111,نظم المعلومات الإدارية,"predecessor still active at comparable volume through 2025 (116 rows in 2024 vs 43 in 2021, ratio 2.6977) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,43,116,2.6977,93,20251,False,yes
unresolved,unresolved,False,True,102.111,التسويق المباشر,32,20221,23.111,التدقيق الداخلي,"predecessor still active at comparable volume through 2025 (50 rows in 2024 vs 13 in 2021, ratio 3.8462) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.60 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,13,50,3.8462,41,20251,False,yes
unresolved,unresolved,False,True,109.111,إدارة التجزئة,32,20231,92.111,إدارة التفاوض,"predecessor still active at comparable volume through 2025 (82 rows in 2024 vs 47 in 2021, ratio 1.7447) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: requirement type differs; name only 0.69 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,47,82,1.7447,23,20251,False,yes
unresolved,unresolved,False,True,1241.111,إدارة المشاريع البرمجية,30,20232,418.111,إدارة المشاريع,predecessor already fully tapered before the new course's debut (last active 20131); the extra years confirm no rebound but add no new evidence,plausible but insufficient: credits differ (2.0 -> 3.0); name only 0.77 similar,20131,False,41,True,False,True,False,0,0,,69,20252,False,yes
unresolved,unresolved,False,True,1244.111,إدارة تشكيلة البرمجيات,29,20231,420.111,هندسة البرمجيات  1,predecessor already fully tapered before the new course's debut (last active 20141); the extra years confirm no rebound but add no new evidence,plausible but insufficient: name only 0.62 similar,20141,False,37,True,False,True,False,0,0,,99,20251,False,yes
confirmed_equivalent,likely_equivalent_needs_review,True,True,1216.111,الإشارات والنظم,27,20221,458.111,الإشارات والنظم,"taper confirmed: predecessor last active 20232 (after the new course's debut), then near-zero for 6 consecutive semesters through 20252","exact normalized name, equal credits (3.0) and requirement type, degree-lineage link, and an extended-history taper: predecessor 458.111 last active 20232, near-zero for 6 consecutive semesters through 20252",20232,False,6,True,True,False,False,33,8,0.2424,55,20252,False,yes
unresolved,unresolved,False,True,1427.111,مهارات التفكير والبحث العلمي,26,20231,1016.111,المنطق والتفكير العلمي,"predecessor still active at comparable volume through 2025 (238 rows in 2024 vs 515 in 2021, ratio 0.4621) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: name only 0.64 similar; predecessor still enrolling through 2025 - no taper,20252,False,0,False,False,False,True,515,238,0.4621,240,20252,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1198.111,مشروع فصلي,25,20231,471.111,مشروع  فصلي,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252",name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type,20242,False,3,True,True,False,False,27,15,0.5556,149,20251,False,yes
unresolved,unresolved,False,True,116.111,اتخاذ القرار اللوجستي,25,20231,95.111,اتخاذ القرار وإدارة الأزمات,"predecessor still active at comparable volume through 2025 (66 rows in 2024 vs 41 in 2021, ratio 1.6098) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.67 similar; predecessor still enrolling through 2025 - no taper,20243,False,2,False,False,False,True,41,66,1.6098,19,20251,False,yes
unresolved,unresolved,False,True,1324.111,إدارة الجودة,25,20223,72.111,إدارة الجودة,"predecessor still active at comparable volume through 2025 (102 rows in 2024 vs 191 in 2021, ratio 0.534) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: credits differ (2.0 -> 3.0); requirement type differs; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,191,102,0.534,20,20242,True,yes
unresolved,unresolved,False,True,108.111,بحوث ونظم المعلومات التسويقية,23,20232,121.111,نظم المعلومات الإدارية 1,"predecessor still active at comparable volume through 2025 (180 rows in 2024 vs 147 in 2021, ratio 1.2245) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: requirement type differs; name only 0.68 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,147,180,1.2245,25,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1165.111,مهارات التواصل,21,20221,439.111,مهارات تواصل,"predecessor still running through 2025 at reduced volume (last active 20251, 2024/2021 ratio 0.0881) - no confirmed taper",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,False,295,26,0.0881,33,20251,False,yes
genuinely_new,genuinely_new,False,False,110.111,قنوات التوزيع,21,20223,,,carried over unchanged - outside this task's scope,no TRAIN course reaches the plausibility bar on normalized name similarity in any degree,,,,,,,,,,,28,20251,False,yes
unresolved,unresolved,False,True,1243.111,اختبار البرمجيات,20,20233,420.111,هندسة البرمجيات  1,predecessor already fully tapered before the new course's debut (last active 20141); the extra years confirm no rebound but add no new evidence,plausible but insufficient: name only 0.61 similar,20141,False,37,True,False,True,False,0,0,,59,20252,False,yes
unresolved,unresolved,False,True,1273.111,أمن الشبكات والأمن السيبراني,20,20231,444.111,المنطق العائم والخوارزميات الوراثية,"taper confirmed: predecessor last active 20241 (after the new course's debut), then near-zero for 4 consecutive semesters through 20252",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.60 similar,20241,False,4,True,True,False,False,0,11,,22,20241,True,yes
unresolved,unresolved,False,True,1240.111,تطوير تطبيقات الويب,18,20221,417.111,برمجة التطبيقات الشبكية,predecessor already fully tapered before the new course's debut (last active 20133); the extra years confirm no rebound but add no new evidence,plausible but insufficient: name only 0.62 similar,20133,False,39,True,False,True,False,0,0,,65,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1387.111,محاسبة متوسطة1,17,20231,4.111,محاسبة متوسطة I,"predecessor still active at comparable volume through 2025 (44 rows in 2024 vs 24 in 2021, ratio 1.8333) - evidence AGAINST equivalence: both courses are live",name similarity 0.93 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,24,44,1.8333,25,20251,False,yes
unresolved,unresolved,False,True,1253.111,الميكانيك النظري,16,20231,837.111,ميكانيك - ديناميك,predecessor already fully tapered before the new course's debut (last active 20191); the extra years confirm no rebound but add no new evidence,plausible but insufficient: name only 0.74 similar,20191,False,19,True,False,True,False,0,0,,60,20251,False,yes
unresolved,unresolved,False,True,114.111,التسويق الالكتروني,15,20232,23.111,التدقيق الداخلي,"predecessor still active at comparable volume through 2025 (50 rows in 2024 vs 13 in 2021, ratio 3.8462) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.67 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,13,50,3.8462,36,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1252.111,المتحكمات الصغرية والنظم المضمنة,14,20221,461.111,المتحكمات الصغرية والنظم المضمنة,"taper confirmed: predecessor last active 20241 (after the new course's debut), then near-zero for 4 consecutive semesters through 20252",name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type,20241,False,4,True,True,False,False,28,15,0.5357,21,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1255.111,مدخل إلى الروبوتية,14,20222,445.111,مدخل إلى الروبوتية,"predecessor never reached the 5-enrolment activity floor in any semester of the extended file (14 rows in total) - there is no taper to observe, so no corroboration is available",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor never reached the activity floor - no taper to observe,,True,66,False,False,False,False,0,1,,44,20252,False,yes
unresolved,unresolved,False,True,1170.111,نماذج نضج البرمجيات,14,20233,421.111,هندسة البرمجيات 2,predecessor already fully tapered before the new course's debut (last active 20151); the extra years confirm no rebound but add no new evidence,plausible but insufficient: name only 0.61 similar,20151,False,33,True,False,True,False,0,0,,20,20251,False,yes
unresolved,unresolved,False,True,111.111,التسويق الدولي,14,20223,16.111,المحاسبة الدولية,"predecessor still active at comparable volume through 2025 (66 rows in 2024 vs 12 in 2021, ratio 5.5) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.67 similar; predecessor still enrolling through 2025 - no taper,20252,False,0,False,False,False,True,12,66,5.5,38,20251,False,yes
unresolved,unresolved,False,True,1380.111,محاسبة تكاليف1,14,20231,7.111,محاسبة إدارية,"predecessor still active at comparable volume through 2025 (44 rows in 2024 vs 22 in 2021, ratio 2.0) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: name only 0.64 similar; predecessor still enrolling through 2025 - no taper,20252,False,0,False,False,False,True,22,44,2.0,20,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1271.111,برمجة التطبيقات الشبكية,13,20231,544.111,برمجة التطبيقات الشبكية,"predecessor still active at comparable volume through 2025 (87 rows in 2024 vs 91 in 2021, ratio 0.956) - evidence AGAINST equivalence: both courses are live","name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, predecessor did not taper - still enrolling through 2025",20251,False,1,False,False,False,True,91,87,0.956,31,20251,False,yes
unresolved,unresolved,False,True,1207.111,الذكاء الصنعي المتقدم,12,20221,202.111,احصاء متقدم,predecessor already fully tapered before the new course's debut (last active 20161); the extra years confirm no rebound but add no new evidence,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.67 similar,20161,False,29,True,False,True,False,2,0,0.0,54,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1212.111,معالجة اللغات الطبيعية,12,20232,448.111,معالجة اللغات الطبيعية,"predecessor never reached the 5-enrolment activity floor in any semester of the extended file (12 rows in total) - there is no taper to observe, so no corroboration is available","name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, predecessor never reached the activity floor - no taper to observe",,True,66,False,False,False,False,0,6,,44,20252,False,yes
unresolved,unresolved,False,True,1267.111,بروتوكولات الشبكات الحاسوبية,11,20221,379.111,الشبكات الحاسوبية,predecessor already fully tapered before the new course's debut (last active 20142); the extra years confirm no rebound but add no new evidence,plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.76 similar,20142,False,36,True,False,True,False,0,0,,40,20251,False,yes
unresolved,unresolved,False,True,1242.111,تطوير تطبيقات الموبايل,11,20232,417.111,برمجة التطبيقات الشبكية,predecessor already fully tapered before the new course's debut (last active 20133); the extra years confirm no rebound but add no new evidence,plausible but insufficient: name only 0.62 similar,20133,False,39,True,False,True,False,0,0,,70,20251,False,yes
unresolved,unresolved,False,True,115.111,التسويق الاستراتيجي,11,20231,84.111,إدارة استراتيجية,"predecessor still active at comparable volume through 2025 (40 rows in 2024 vs 60 in 2021, ratio 0.6667) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.65 similar; predecessor still enrolling through 2025 - no taper,20252,False,0,False,False,False,True,60,40,0.6667,31,20251,False,yes
unresolved,unresolved,False,True,1206.111,النمذجة العددية,11,20232,16.111,المحاسبة الدولية,"predecessor still active at comparable volume through 2025 (66 rows in 2024 vs 12 in 2021, ratio 5.5) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.65 similar; predecessor still enrolling through 2025 - no taper,20252,False,0,False,False,False,True,12,66,5.5,26,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1214.111,النظم الخبيرة,11,20221,441.111,النظم الخبيرة,"predecessor still active at comparable volume through 2025 (82 rows in 2024 vs 71 in 2021, ratio 1.1549) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,71,82,1.1549,44,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1299.111,السلوك التنظيمي,11,20221,82.111,السلوك التنظيمي,"predecessor still active at comparable volume through 2025 (44 rows in 2024 vs 35 in 2021, ratio 1.2571) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20243,False,2,False,False,False,True,35,44,1.2571,36,20243,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1378.111,محاسبة المؤسسات المالية والمصرفية,11,20222,8.111,محاسبة المؤسسات المالية والمصرفية,"predecessor still active at comparable volume through 2025 (90 rows in 2024 vs 12 in 2021, ratio 7.5) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,12,90,7.5,55,20251,False,yes
confirmed_equivalent,likely_equivalent_needs_review,True,True,1218.111,الدارات الإلكترونية2,10,20222,459.111,الدارات الإلكترونية 2,"taper confirmed: predecessor last active 20241 (after the new course's debut), then near-zero for 4 consecutive semesters through 20252","exact normalized name, equal credits (3.0) and requirement type, degree-lineage link, and an extended-history taper: predecessor 459.111 last active 20241, near-zero for 4 consecutive semesters through 20252",20241,False,4,True,True,False,False,34,8,0.2353,25,20251,False,yes
unresolved,unresolved,False,True,1275.111,إدارة الشبكات الحاسوبية,10,20232,466.111,شبكات الحاسوب,"predecessor still active at comparable volume through 2025 (105 rows in 2024 vs 169 in 2021, ratio 0.6213) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: name only 0.73 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,169,105,0.6213,62,20251,False,yes
unresolved,unresolved,False,True,447.111,الذكاء الصنعي المتقدم,10,20221,533.111,قواعد البيانات المتقدمة,"predecessor still active at comparable volume through 2025 (90 rows in 2024 vs 33 in 2021, ratio 2.7273) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: name only 0.60 similar; predecessor still enrolling through 2025 - no taper,20252,False,0,False,False,False,True,33,90,2.7273,3,20232,True,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1343.111,أسواق العمل,10,20232,175.111,اسواق مالية,predecessor already fully tapered before the new course's debut (last active 20132); the extra years confirm no rebound but add no new evidence,name similarity 0.80 with degree-lineage link; unmet for confirmation: uniqueness/corroboration,20132,False,40,True,False,True,False,0,0,,24,20251,False,yes
unresolved,unresolved,False,True,1213.111,مدخل إلى الرؤية الحاسوبية,9,20231,445.111,مدخل إلى الروبوتية,"predecessor never reached the 5-enrolment activity floor in any semester of the extended file (14 rows in total) - there is no taper to observe, so no corroboration is available",plausible but insufficient: name only 0.70 similar; predecessor still enrolling through 2025 - no taper,,True,66,False,False,False,False,0,1,,42,20251,False,yes
unresolved,unresolved,False,True,1340.111,أخلاقيات الاعمال,9,20221,100.111,العلاقات العامة,"predecessor still active at comparable volume through 2025 (66 rows in 2024 vs 64 in 2021, ratio 1.0312) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: name only 0.71 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,64,66,1.0312,30,20242,True,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1199.111,مشروع تخرج1,8,20232,539.111,مشروع التخرج 1,"predecessor still active at comparable volume through 2025 (140 rows in 2024 vs 46 in 2021, ratio 3.0435) - evidence AGAINST equivalence: both courses are live","name similarity 1.00 with degree-lineage link; unmet for confirmation: requirement_type, predecessor did not taper - still enrolling through 2025, ambiguous: a second candidate carries equal evidence",20251,False,1,False,False,False,True,46,140,3.0435,63,20251,False,yes
unresolved,unresolved,False,True,492.111,بنيان الحواسيب المتقدم,8,20231,510.111,بنيان الحواسيب,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252",plausible but insufficient: requirement type differs; name only 0.80 similar,20242,False,3,True,True,False,False,343,13,0.0379,0,20231,True,yes
confirmed_equivalent,likely_equivalent_needs_review,True,True,1318.111,إدارة التغيير,8,20221,81.111,إدارة التغيير,"taper confirmed: predecessor last active 20242 (after the new course's debut), then near-zero for 3 consecutive semesters through 20252","exact normalized name, equal credits (3.0) and requirement type, degree-lineage link, and an extended-history taper: predecessor 81.111 last active 20242, near-zero for 3 consecutive semesters through 20252",20242,False,3,True,True,False,False,44,19,0.4318,44,20242,True,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1167.111,إدارة المؤسسات,7,20222,509.111,إدارة المؤسسات,"predecessor still active at comparable volume through 2025 (61 rows in 2024 vs 125 in 2021, ratio 0.488) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20252,False,0,False,False,False,True,125,61,0.488,14,20252,False,yes
unresolved,unresolved,False,True,1169.111,ضمان جودة البرمجيات,7,20232,537.111,ضمان جودة البرمجيات واختبارها,"predecessor still active at comparable volume through 2025 (123 rows in 2024 vs 41 in 2021, ratio 3.0) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: name only 0.79 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,41,123,3.0,45,20251,False,yes
unresolved,unresolved,False,True,113.111,إدارة العلامة التجارية,7,20233,65.111,ادارة العملات الاجنبية,"predecessor still active at comparable volume through 2025 (3 rows in 2024 vs 4 in 2021, ratio 0.75) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.77 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,4,3,0.75,16,20251,False,yes
unresolved,unresolved,False,True,1208.111,تقانات إحصائية في علوم البيانات,7,20231,995.111,تقانة حيوية في الصيدلة,"predecessor still active at comparable volume through 2025 (228 rows in 2024 vs 198 in 2021, ratio 1.1515) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; credits differ (2.0 -> 3.0); name only 0.60 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,198,228,1.1515,38,20252,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1386.111,محاسبة مالية خاصة,7,20222,12.111,محاسبة مالية خاصة,"predecessor still active at comparable volume through 2025 (48 rows in 2024 vs 33 in 2021, ratio 1.4545) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,33,48,1.4545,20,20251,False,yes
unresolved,unresolved,False,True,1254.111,نظرية التحكم,6,20222,521.111,نظرية الحوسبة,"predecessor still running through 2025 at reduced volume (last active 20251, 2024/2021 ratio 0.1623) - no confirmed taper",plausible but insufficient: name only 0.72 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,False,154,25,0.1623,13,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1403.111,معايير التدقيق الدولية,6,20222,20.111,معايير التدقيق الدولية,"predecessor still active at comparable volume through 2025 (27 rows in 2024 vs 16 in 2021, ratio 1.6875) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,16,27,1.6875,17,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1418.111,نظم معلومات إدارة الموارد البشرية,6,20223,87.111,نظم المعلومات ومناهج البحث في إدارة الموارد البشرية,"predecessor still active at comparable volume through 2025 (42 rows in 2024 vs 23 in 2021, ratio 1.8261) - evidence AGAINST equivalence: both courses are live",name similarity 0.81 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20252,False,0,False,False,False,True,23,42,1.8261,4,20252,False,yes
confirmed_equivalent,likely_equivalent_needs_review,True,True,1220.111,الدارات الكهربائية2,6,20231,428.111,الدارات الكهربائية 2,"taper confirmed: predecessor last active 20232 (after the new course's debut), then near-zero for 6 consecutive semesters through 20252","exact normalized name, equal credits (3.0) and requirement type, degree-lineage link, and an extended-history taper: predecessor 428.111 last active 20232, near-zero for 6 consecutive semesters through 20252",20232,False,6,True,True,False,False,35,3,0.0857,12,20252,False,yes
unresolved,unresolved,False,True,1257.111,الآلات الكهربائية,5,20231,465.111,نظرية الحقول الكهرطيسية,"predecessor still running through 2025 at reduced volume (last active 20251, 2024/2021 ratio 0.3333) - no confirmed taper",plausible but insufficient: name only 0.60 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,False,48,16,0.3333,4,20251,False,yes
unresolved,unresolved,False,True,1260.111,التصميم بمساعدة الحاسوب,5,20221,380.111,البيانيات والرسم بمعونة الحاسب,predecessor already fully tapered before the new course's debut (last active 20102); the extra years confirm no rebound but add no new evidence,plausible but insufficient: name only 0.60 similar,20102,False,49,True,False,True,False,0,0,,10,20242,True,yes
unresolved,unresolved,False,True,117.111,مشروع تخرج في التسويق,5,20232,25.111,مشروع  تخرج في المحاسبة والتدقيق,"predecessor still active at comparable volume through 2025 (50 rows in 2024 vs 15 in 2021, ratio 3.3333) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.73 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,15,50,3.3333,32,20251,False,yes
unresolved,unresolved,False,True,1210.111,مدخل إلى التعلم العميق,5,20232,445.111,مدخل إلى الروبوتية,"predecessor never reached the 5-enrolment activity floor in any semester of the extended file (14 rows in total) - there is no taper to observe, so no corroboration is available",plausible but insufficient: name only 0.65 similar; predecessor still enrolling through 2025 - no taper,,True,66,False,False,False,False,0,1,,59,20251,False,yes
unresolved,unresolved,False,True,1369.111,قانون العمل و اتفاقيات العمل الدولية,5,20223,61.111,العمليات المصرفية الدولية,"predecessor still active at comparable volume through 2025 (15 rows in 2024 vs 9 in 2021, ratio 1.6667) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: no degree-lineage link to the candidate's degrees; name only 0.66 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,9,15,1.6667,35,20251,False,yes
likely_equivalent_needs_review,likely_equivalent_needs_review,False,True,1291.111,التدقيق الداخلي,5,20233,23.111,التدقيق الداخلي,"predecessor still active at comparable volume through 2025 (50 rows in 2024 vs 13 in 2021, ratio 3.8462) - evidence AGAINST equivalence: both courses are live",name similarity 1.00 with degree-lineage link; unmet for confirmation: predecessor did not taper - still enrolling through 2025,20251,False,1,False,False,False,True,13,50,3.8462,16,20251,False,yes
genuinely_new,genuinely_new,False,False,1363.111,حل المشكلات واتخاذ القرار,5,20231,,,carried over unchanged - outside this task's scope,no TRAIN course reaches the plausibility bar on normalized name similarity in any degree,,,,,,,,,,,10,20251,False,yes
unresolved,unresolved,False,True,1258.111,النظم الروبوتية,4,20232,445.111,مدخل إلى الروبوتية,"predecessor never reached the 5-enrolment activity floor in any semester of the extended file (14 rows in total) - there is no taper to observe, so no corroboration is available",plausible but insufficient: name only 0.73 similar; predecessor still enrolling through 2025 - no taper,,True,66,False,False,False,False,0,1,,4,20251,False,yes
unresolved,unresolved,False,True,1259.111,الميكانيك والآلات,4,20232,424.111,الأحصاء والأحتمالات,predecessor already fully tapered before the new course's debut (last active 20102); the extra years confirm no rebound but add no new evidence,plausible but insufficient: name only 0.63 similar,20102,False,49,True,False,True,False,0,0,,4,,False,yes
unresolved,unresolved,False,True,1268.111,برمجة نظم التشغيل,4,20231,528.111,نظم التشغيل,"predecessor still active at comparable volume through 2025 (105 rows in 2024 vs 48 in 2021, ratio 2.1875) - evidence AGAINST equivalence: both courses are live",plausible but insufficient: name only 0.79 similar; predecessor still enrolling through 2025 - no taper,20251,False,1,False,False,False,True,48,105,2.1875,78,20251,False,yes
